surface,symbol,entrezgene or _id,ensembl_id,pdb_id,name
TNF receptor,TNF,7124,,"['1A8M', '1TNF', '2AZ5', '2E7A', '2TUN', '2ZJC', '2ZPX', '3ALQ', '3IT8', '3L9J', '3WD5', '4G3Y', '4TSV', '4TWT', '4Y6O', '5M2I', '5M2J', '5M2M', '5MU8', '5TSW', '5UUI', '5WUX', '5YOY', '6OOY', '6OOZ', '6OP0', '6RMJ', '6X81', '6X82', '6X83', '6X85', '6X86', '7ASY', '7AT7', '7ATB', '7JRA', '7KP9', '7KPA', '7KPB']",tumor necrosis factor
TNFalpha,THRIL,102659353,ENSG00000280634,,TNF and HNRNPL related immunoregulatory long non-coding RNA
TNFR1,tradd,100494283,ENSXETG00000031794,,TNFRSF1A-associated via death domain
TNFR-1,T02C5.1,180568,WBGene00020158,,TNFR-Cys domain-containing protein
TNF-R1,tnfrsf1a,100705695,,,"tumor necrosis factor receptor superfamily, member 1a"
TNF-RI,TNFRSF1A,397020,ENSSSCG00000000708,,TNF receptor superfamily member 1A
TPM1,TPM1,7168,ENSG00000140416,"['3MUD', '5KHT', '6UT2', '6X5Z']",tropomyosin 1
TRADD,TRADD,8717,ENSG00000102871,"['1F2H', '1F3V', '5XME', '6AC0']",TNFRSF1A associated via death domain
TRAF-1,Trafd1,101959463,ENSSTOG00000005726,,TRAF-type zinc finger domain containing 1
TRAF2,TRAF2,7186,ENSG00000127191,"['1CA4', '1CA9', '1CZY', '1CZZ', '1D00', '1D01', '1D0A', '1D0J', '1F3V', '1QSC', '3KNV', '3M06', '3M0A', '3M0D']",TNF receptor associated factor 2
TRAF-2,,Bo8g089800,,,protein affected traf&#64257;cking 2
TRAF-3,math-3,173547,WBGene00015608,,MATH (meprin-associated Traf homology) domain containing
TRAIL,SOPV-ELK-036,36841033,,,TRAIL-like protein
TRAIL receptors,TNFRSF10C,8794,ENSG00000173535,,TNF receptor superfamily member 10c
TRAIL-R1,TNFRSF10A,8797,ENSG00000104689,5CIR,TNF receptor superfamily member 10a
TRAIL-R2,TNFRSF10B,8795,ENSG00000120889,"['1D0G', '1D4V', '1DU3', '1ZA3', '2H9G', '3X3F', '4I9X', '4N90', '4OD2', '6NHW', '6NHY', '6T3J']",TNF receptor superfamily member 10b
transcriptase,TERT,7015,ENSG00000164362,"['2BCK', '4B18', '4MNQ', '5MEN', '5MEO', '5MEP', '5MEQ', '5MER', '5UGW', '7BG9']",telomerase reverse transcriptase
troponin-I,Tnni3,21954,ENSMUSG00000035458,"['2JPW', '6KLT', '6KLU']","troponin I, cardiac 3"
t-SNARE,TSNARE1,203062,ENSG00000171045,,t-SNARE domain containing 1
tumor necrosis factor,TNF,7124,,"['1A8M', '1TNF', '2AZ5', '2E7A', '2TUN', '2ZJC', '2ZPX', '3ALQ', '3IT8', '3L9J', '3WD5', '4G3Y', '4TSV', '4TWT', '4Y6O', '5M2I', '5M2J', '5M2M', '5MU8', '5TSW', '5UUI', '5WUX', '5YOY', '6OOY', '6OOZ', '6OP0', '6RMJ', '6X81', '6X82', '6X83', '6X85', '6X86', '7ASY', '7AT7', '7ATB', '7JRA', '7KP9', '7KPA', '7KPB']",tumor necrosis factor
tumor necrosis factor receptor 1,RECEPTOR,443145,,,neuropilin-1
type IV collagen,IV,8114,,,"inversus situs, viscerum"
UBE2I,UBE2I,7329,ENSG00000103275,"['1A3S', '1KPS', '1Z5Q', '1Z5S', '2GRN', '2GRO', '2GRP', '2GRQ', '2GRR', '2O25', '2PE6', '2PX9', '2XWU', '3A4S', '3UIN', '3UIO', '3UIP', '4W5V', '4Y1L', '5D2M', '5F6D', '5F6E', '5F6U', '5F6V', '5F6W', '5F6X', '5F6Y', '5FQ2', '6SYF']",ubiquitin conjugating enzyme E2 I
UBL1,ubl1,41986954,,,Ubiquitin-like protein
utrophin,utrophin,103179262,ENSCMIG00000007999,,utrophin
Vascular endothelial cadherin,CDH5,414735,ENSBTAG00000007421,,cadherin 5
vascular endothelial growth factor-165,VEGFA,100860957,ENSCHIG00000009242,,vascular endothelial growth factor A
vasodilator-stimulated phosphoprotein,VASP,7408,ENSG00000125753,"['1EGX', '1JNG', '1USD', '1USE', '2PAV', '2PBD', '3CHW']",vasodilator stimulated phosphoprotein
VASP,VASP,7408,ENSG00000125753,"['1EGX', '1JNG', '1USD', '1USE', '2PAV', '2PBD', '3CHW']",vasodilator stimulated phosphoprotein
VE-cadherin,cdh5.L,108714050,,,cadherin 5 L homeolog
VEGF receptor 2,RECEPTOR,443145,,,neuropilin-1
VEGF(121),VEGFA,100860957,ENSCHIG00000009242,,vascular endothelial growth factor A
VEGF(165),VEGFA,100860957,ENSCHIG00000009242,,vascular endothelial growth factor A
VEGF165,NRP2,8828,ENSG00000118257,"['2QQJ', '2QQK', '2QQL', '2QQO', '4QDQ', '4QDR', '4QDS', '5DN2', '5DQ0', '6GH8', '6TDB', '6TJT']",neuropilin 2
VEGFR-2,LOC121408625,121408625,,,vascular endothelial growth factor receptor 2-like
VEGF-receptor-2,Pvf2,33994,FBgn0031888,,PDGF- and VEGF-related factor 2
Vimentin,VIM,7431,ENSG00000026025,"['1GK4', '1GK6', '1GK7', '3G1E', '3KLT', '3S4R', '3SSU', '3SWK', '3TRT', '3UF1', '4MCY', '4MCZ', '4MD0', '4MD5', '4MDI', '4MDJ', '4YPC', '4YV3', '5WHF', '6ATF', '6ATI', '6BIR', '6YXK']",vimentin
vimentin,VIM,7431,ENSG00000026025,"['1GK4', '1GK6', '1GK7', '3G1E', '3KLT', '3S4R', '3SSU', '3SWK', '3TRT', '3UF1', '4MCY', '4MCZ', '4MD0', '4MD5', '4MDI', '4MDJ', '4YPC', '4YV3', '5WHF', '6ATF', '6ATI', '6BIR', '6YXK']",vimentin
vinculin,VCL,7414,ENSG00000035403,"['1RKC', '1RKE', '1SYQ', '1TR2', '1YDI', '2GWW', '2HSQ', '2IBF', '3H2U', '3H2V', '3JBK', '3MYI', '3RF3', '3S90', '3TJ5', '3TJ6', '3VF0', '4DJ9', '4EHP', '4LN2', '4LNP', '4PR9', '5L0C', '5L0D', '5L0F', '5L0G', '5L0H', '5L0I', '5L0J', '5O2Q', '6FUY', '6UPW', '7KTT', '7KTU', '7KTV', '7KTW']",vinculin
vitamin D-binding protein,GC,2638,ENSG00000145321,"['1J78', '1J7E', '1KW2', '1KXP', '1LOT', '1MA9']",GC vitamin D binding protein
vitronectin,VTN,7448,ENSG00000109072,"['1OC0', '1S4G', '1SSU', '2JQ8', '3BT1', '3BT2', '4K24', '6O5E']",vitronectin
WAF1,WAF1,Os07g0164000,Os07g0164000,,
waf1,WAF1,Os07g0164000,Os07g0164000,,
WASP,WASp,43402,FBgn0024273,,WASp
WASp,WASp,43402,FBgn0024273,,WASp
Wiskott-Aldrich Syndrome Protein,syndrome,252800,,,syndrome
Wiskott-Aldrich syndrome protein,syndrome,252800,,,syndrome
X22,,ANIA_03613,,,"Endo-1,4-beta-xylanase A Precursor (Xylanase A)(EC 3.2.1.8)(1,4-beta-D-xylan xylanohydrolase A)(22 kDa xylanase)(Xylanase X22)"
XPC,XPC,7508,ENSG00000154767,"['2A4J', '2GGM', '2OBH', '2RVB']","XPC complex subunit, DNA damage recognition and repair factor"
XRCC1,XRCC1,7515,ENSG00000073050,"['1CDZ', '1XNA', '1XNT', '2D8M', '2W3O', '3K75', '3K77', '3LQC', '5E6Q', '5W7X', '5W7Y', '6WH1', '6WH2']",X-ray repair cross complementing 1
XRCC3,XRCC3,7517,ENSG00000126215,,X-ray repair cross complementing 3
XRCC5,XRCC5,7520,ENSG00000079246,"['1JEQ', '1JEY', '1Q2Z', '1RW2', '3RZ9', '5Y3R', '6ERF', '6ERG', '6ERH', '6ZH6', '6ZHA', '6ZHE', '7AXZ', '7K0Y', '7K17', '7K1J', '7K1K', '7K1N', '7LSY', '7LT3']",X-ray repair cross complementing 5
ZmPRO1,LOC542409,542409,,,profilin homolog 1
ZmPRO4,LOC541662,541662,,,profilin
ZmPRO5,LOC542625,542625,Zm00001eb376740,5FEF,Profilin homolog 5
zyxin,ZYX,7791,,,zyxin
